iter	Passed	Remaining
568	3287	2489
569	3292	2483
570	3298	2478
571	3304	2472
572	3310	2467
573	3316	2461
574	3322	2455
575	3328	2449
576	3333	2443
577	3339	2437
578	3345	2432
579	3352	2427
580	3357	2421
581	3363	2415
582	3369	2409
583	3375	2404
584	3380	2398
585	3387	2392
586	3392	2386
587	3398	2381
588	3404	2375
589	3409	2369
590	3418	2365
591	3427	2362
592	3432	2356
593	3438	2350
594	3445	2344
595	3451	2339
596	3456	2333
597	3462	2327
598	3468	2322
599	3474	2316
600	3480	2310
601	3486	2304
602	3491	2299
603	3497	2293
604	3503	2287
605	3509	2281
606	3515	2275
607	3520	2270
608	3527	2264
609	3533	2258
610	3538	2252
611	3545	2247
612	3551	2242
613	3557	2236
614	3563	2230
615	3569	2224
616	3574	2219
617	3580	2213
618	3586	2207
619	3592	2201
620	3598	2196
621	3604	2190
622	3609	2184
623	3615	2178
624	3620	2172
625	3626	2166
626	3633	2161
627	3640	2156
628	3646	2150
629	3651	2144
630	3657	2138
631	3663	2133
632	3669	2127
633	3675	2122
634	3681	2116
635	3687	2110
636	3693	2104
637	3699	2098
638	3704	2092
639	3710	2087
640	3716	2081
641	3722	2075
642	3728	2070
643	3734	2064
644	3739	2058
645	3745	2052
646	3750	2046
647	3756	2040
648	3762	2034
649	3767	2028
650	3773	2022
651	3779	2017
652	3785	2011
653	3791	2005
654	3797	2000
655	3803	1994
656	3808	1988
657	3814	1982
658	3820	1976
659	3826	1971
660	3832	1965
661	3838	1959
662	3843	1953
663	3849	1947
664	3855	1942
665	3860	1936
666	3866	1930
667	3872	1924
668	3878	1918
669	3884	1913
670	3890	1907
671	3895	1901
672	3901	1895
673	3907	1890
674	3913	1884
675	3919	1878
676	3925	1872
677	3931	1866
678	3937	1861
679	3943	1855
680	3949	1849
681	3954	1844
682	3960	1838
683	3966	1832
684	3972	1826
685	3978	1820
686	3984	1815
687	3990	1809
688	3995	1803
689	4001	1797
690	4007	1792
691	4013	1786
692	4019	1780
693	4025	1774
694	4030	1768
695	4036	1762
696	4041	1757
697	4048	1751
698	4053	1745
699	4059	1739
700	4065	1734
701	4071	1728
702	4077	1722
703	4083	1716
704	4089	1711
705	4095	1705
706	4101	1699
707	4106	1693
708	4112	1688
709	4118	1682
710	4124	1676
711	4130	1670
712	4136	1665
713	4143	1659
714	4149	1653
715	4155	1648
716	4161	1642
717	4167	1636
718	4172	1630
719	4178	1625
720	4184	1619
721	4190	1613
722	4195	1607
723	4201	1601
724	4207	1595
725	4213	1590
726	4219	1584
727	4225	1578
728	4231	1573
729	4237	1567
730	4242	1561
731	4248	1555
732	4254	1549
733	4260	1543
734	4266	1538
735	4271	1532
736	4277	1526
737	4283	1520
738	4289	1514
739	4294	1509
740	4300	1503
741	4306	1497
742	4312	1491
743	4317	1485
744	4323	1479
745	4329	1474
746	4335	1468
747	4341	1462
748	4347	1456
749	4353	1451
750	4359	1445
751	4364	1439
752	4370	1433
753	4379	1428
754	4386	1423
755	4392	1417
756	4398	1411
757	4404	1406
758	4410	1400
759	4415	1394
760	4421	1388
761	4427	1382
762	4433	1377
763	4439	1371
764	4445	1365
765	4451	1359
766	4457	1354
767	4463	1348
768	4468	1342
769	4474	1336
770	4480	1330
771	4486	1324
772	4491	1319
773	4498	1313
774	4504	1307
775	4510	1301
776	4515	1296
777	4521	1290
778	4528	1284
779	4533	1278
780	4539	1273
781	4545	1267
782	4551	1261
783	4557	1255
784	4563	1249
785	4569	1244
786	4575	1238
787	4581	1232
788	4586	1226
789	4592	1220
790	4599	1215
791	4605	1209
792	4611	1203
793	4616	1197
794	4623	1192
795	4628	1186
796	4634	1180
797	4640	1174
798	4646	1168
799	4652	1163
800	4658	1157
801	4664	1151
802	4669	1145
803	4675	1139
804	4681	1134
805	4687	1128
806	4693	1122
807	4699	1116
808	4705	1110
809	4711	1105
810	4716	1099
811	4722	1093
812	4728	1087
813	4734	1081
814	4740	1076
815	4747	1070
816	4753	1064
817	4759	1058
818	4765	1053
819	4771	1047
820	4776	1041
821	4782	1035
822	4788	1029
823	4794	1023
824	4800	1018
825	4805	1012
826	4811	1006
827	4817	1000
828	4823	994
829	4829	989
830	4835	983
831	4841	977
832	4847	971
833	4853	965
834	4859	960
835	4864	954
836	4871	948
837	4877	942
838	4883	937
839	4889	931
840	4895	925
841	4900	919
842	4906	913
843	4912	907
844	4918	902
845	4924	896
846	4930	890
847	4936	884
848	4941	878
849	4947	873
850	4954	867
851	4959	861
852	4965	855
853	4971	849
854	4976	844
855	4983	838
856	4988	832
857	4994	826
858	5000	820
859	5006	815
860	5012	809
861	5018	803
862	5024	797
863	5030	791
864	5035	785
865	5041	780
866	5047	774
867	5053	768
868	5059	762
869	5065	756
870	5070	751
871	5076	745
872	5083	739
873	5088	733
874	5094	727
875	5100	721
876	5105	716
877	5111	710
878	5117	704
879	5123	698
880	5129	692
881	5135	687
882	5141	681
883	5147	675
884	5153	669
885	5159	663
886	5165	658
887	5170	652
888	5176	646
889	5182	640
890	5188	634
891	5194	628
892	5200	623
893	5205	617
894	5211	611
895	5217	605
896	5222	599
897	5228	593
898	5234	588
899	5239	582
900	5245	576
901	5251	570
902	5257	564
903	5263	558
904	5268	553
905	5274	547
906	5280	541
907	5286	535
908	5292	529
909	5298	523
910	5304	518
911	5309	512
912	5315	506
913	5321	500
914	5327	494
915	5333	489
916	5339	483
917	5345	477
918	5351	471
919	5357	465
920	5363	460
921	5373	454
922	5379	448
923	5385	442
924	5391	437
925	5396	431
926	5402	425
927	5409	419
928	5414	413
929	5420	408
930	5425	402
931	5431	396
932	5437	390
933	5443	384
934	5449	378
935	5455	373
936	5461	367
937	5467	361
938	5472	355
939	5478	349
940	5484	343
941	5491	338
942	5496	332
943	5502	326
944	5508	320
945	5515	314
946	5521	309
947	5527	303
948	5533	297
949	5539	291
950	5546	285
951	5552	279
952	5558	274
953	5564	268
954	5571	262
955	5576	256
956	5582	250
957	5588	245
958	5595	239
959	5601	233
960	5607	227
961	5613	221
962	5619	215
963	5625	210
964	5631	204
965	5637	198
966	5643	192
967	5649	186
968	5655	180
969	5661	175
970	5667	169
971	5673	163
972	5679	157
973	5685	151
974	5691	145
975	5698	140
976	5704	134
977	5710	128
978	5716	122
979	5722	116
980	5728	110
981	5734	105
982	5740	99
983	5747	93
984	5753	87
985	5759	81
986	5765	75
987	5771	70
988	5777	64
989	5783	58
990	5789	52
991	5795	46
992	5801	40
993	5807	35
994	5813	29
995	5819	23
996	5825	17
997	5831	11
998	5837	5
999	5843	0
