iter	RMSE
1666	4304.385478
1667	4303.129733
1668	4302.107556
1669	4300.132914
1670	4296.801899
1671	4295.876936
1672	4293.881506
1673	4292.666775
1674	4291.704505
1675	4290.496877
1676	4289.242471
1677	4288.290164
1678	4284.83842
1679	4282.6094
1680	4280.396985
1681	4278.596587
1682	4277.219686
1683	4276.194431
1684	4275.439467
1685	4274.148444
1686	4272.134666
1687	4271.305508
1688	4269.451326
1689	4267.947495
1690	4265.565891
1691	4264.929589
1692	4263.975041
1693	4262.890722
1694	4258.985023
1695	4255.304716
1696	4253.83996
1697	4252.399499
1698	4251.46325
1699	4246.709872
1700	4245.819833
1701	4242.553067
1702	4240.822442
1703	4239.373298
1704	4238.446806
1705	4237.369079
1706	4236.651564
1707	4235.361947
1708	4234.233419
1709	4233.143027
1710	4232.29888
1711	4230.537102
1712	4227.079282
1713	4225.452683
1714	4224.378987
1715	4222.794474
1716	4220.553956
1717	4219.423384
1718	4218.590919
1719	4217.678836
1720	4215.779175
1721	4214.612805
1722	4210.611174
1723	4209.395653
1724	4208.765234
1725	4204.49678
1726	4198.464581
1727	4190.993226
1728	4189.469489
1729	4188.922849
1730	4187.533031
1731	4186.804768
1732	4186.063432
1733	4185.211069
1734	4184.489012
1735	4183.748495
1736	4183.150683
1737	4182.266084
1738	4179.184383
1739	4176.380984
1740	4173.84216
1741	4173.049302
1742	4172.028607
1743	4170.365338
1744	4168.759814
1745	4168.009997
1746	4165.804176
1747	4165.221529
1748	4161.186846
1749	4156.979356
1750	4156.545125
1751	4154.085297
1752	4149.285829
1753	4148.403216
1754	4147.162999
1755	4146.453137
1756	4143.236808
1757	4140.959451
1758	4139.825999
1759	4138.499668
1760	4132.974231
1761	4132.365973
1762	4130.750042
1763	4130.056758
1764	4128.074696
1765	4126.209213
1766	4125.230085
1767	4122.958918
1768	4117.632813
1769	4116.938196
1770	4116.091987
1771	4109.498575
1772	4108.591249
1773	4107.43715
1774	4106.873651
1775	4105.377512
1776	4104.357945
1777	4103.109469
1778	4097.65755
1779	4095.831629
1780	4094.380661
1781	4091.856284
1782	4089.576394
1783	4087.296727
1784	4086.099892
1785	4084.928305
1786	4083.158647
1787	4082.27261
1788	4078.683694
1789	4077.552908
1790	4073.839892
1791	4067.620626
1792	4066.278909
1793	4065.165667
1794	4063.962824
1795	4062.985658
1796	4062.643527
1797	4060.871678
1798	4059.254704
1799	4058.203073
1800	4052.683235
1801	4051.028059
1802	4049.189476
1803	4046.392666
1804	4043.503474
1805	4043.084595
1806	4042.227316
1807	4041.060445
1808	4036.339898
1809	4035.336514
1810	4033.501755
1811	4028.712859
1812	4025.084149
1813	4020.249757
1814	4017.701504
1815	4016.591677
1816	4015.309241
1817	4013.32529
1818	4012.382434
1819	4011.832063
1820	4010.93943
1821	4009.389049
1822	4005.555127
1823	4004.613143
1824	4003.845638
1825	4002.871575
1826	3999.830776
1827	3996.128087
1828	3993.500523
1829	3992.4654
1830	3989.987388
1831	3989.27957
1832	3986.913797
1833	3986.088576
1834	3985.201438
1835	3983.510067
1836	3982.919493
1837	3981.858096
1838	3980.277159
1839	3978.948434
1840	3978.344231
1841	3977.431526
1842	3973.836033
1843	3973.173748
1844	3970.606765
1845	3969.644505
1846	3965.49746
1847	3965.04451
1848	3962.334694
1849	3961.253
1850	3960.321369
1851	3959.515317
1852	3958.613243
1853	3956.179839
1854	3955.355016
1855	3954.25407
1856	3953.14047
1857	3952.216874
1858	3950.775243
1859	3947.6503
1860	3946.267486
1861	3945.254221
1862	3944.201394
1863	3940.165576
1864	3937.353716
1865	3936.53062
1866	3932.164802
1867	3931.292666
1868	3929.744601
1869	3928.548032
1870	3925.054696
1871	3923.902148
1872	3923.004869
1873	3921.50926
1874	3921.115816
1875	3920.424557
1876	3919.627801
1877	3918.880822
1878	3917.439979
1879	3916.376868
1880	3915.464205
1881	3915.000316
1882	3912.401117
1883	3909.763455
1884	3908.697655
1885	3907.595431
1886	3904.978823
1887	3902.64044
1888	3901.646035
1889	3900.604973
1890	3899.478876
1891	3898.676209
1892	3897.809241
1893	3897.183264
1894	3895.402639
1895	3894.559433
1896	3893.786676
1897	3891.420863
1898	3891.123463
1899	3889.010089
1900	3885.959759
1901	3883.971116
1902	3883.130141
1903	3882.049584
1904	3881.47714
1905	3878.953361
1906	3877.926472
1907	3877.297209
1908	3876.670453
1909	3875.185513
1910	3874.464045
1911	3870.797506
1912	3870.05728
1913	3868.577923
1914	3867.202666
1915	3864.329592
1916	3863.163825
1917	3859.711185
1918	3858.905162
1919	3855.250084
1920	3853.737105
1921	3852.718738
1922	3852.353871
1923	3849.219684
1924	3848.446511
1925	3845.220939
1926	3843.372133
1927	3842.887423
1928	3841.654859
1929	3839.093502
1930	3836.623778
1931	3835.004992
1932	3833.85712
1933	3833.015605
1934	3831.692898
1935	3829.378626
1936	3827.265388
1937	3826.286315
1938	3825.010047
1939	3823.636947
1940	3822.327095
1941	3821.215161
1942	3820.38089
1943	3818.296962
1944	3816.900469
1945	3813.866424
1946	3812.831807
1947	3811.582404
1948	3808.841
1949	3805.692054
1950	3804.876001
1951	3802.869324
1952	3801.510266
1953	3800.699451
1954	3799.935294
1955	3797.87461
1956	3796.903212
1957	3796.247151
1958	3795.451152
1959	3794.703134
1960	3792.984334
1961	3790.73796
1962	3788.880209
1963	3787.891336
1964	3786.552293
1965	3784.685097
1966	3781.102682
1967	3780.401263
1968	3778.619321
1969	3777.57849
1970	3774.374471
1971	3773.943154
1972	3773.084468
1973	3769.98972
1974	3766.697132
1975	3765.920315
1976	3763.325807
1977	3761.24928
1978	3760.148467
1979	3758.959589
1980	3758.222672
1981	3757.548117
1982	3756.940022
1983	3754.52312
1984	3752.664344
1985	3751.752157
1986	3750.712804
1987	3749.322368
1988	3746.837111
1989	3745.998979
1990	3744.82403
1991	3743.51027
1992	3742.578671
1993	3741.852114
1994	3741.272526
1995	3740.550982
1996	3740.002105
1997	3736.133421
1998	3733.292555
1999	3729.600169
2000	3728.622659
2001	3727.914494
2002	3724.616045
2003	3723.369215
2004	3722.116915
2005	3721.305346
2006	3717.182777
2007	3714.201982
2008	3713.087086
2009	3710.171869
2010	3709.196027
2011	3708.652502
2012	3707.727187
2013	3707.326854
2014	3706.960649
2015	3705.216877
2016	3704.288267
2017	3702.740677
2018	3700.953577
2019	3700.059307
2020	3698.388702
2021	3697.645026
2022	3697.019706
2023	3696.244508
2024	3694.773644
2025	3691.846868
2026	3690.728478
2027	3689.47261
2028	3688.554933
2029	3686.670262
2030	3686.02642
2031	3685.015428
2032	3684.297064
2033	3682.921067
2034	3681.85744
2035	3681.000007
2036	3680.351075
2037	3676.897143
2038	3675.871813
2039	3674.51601
2040	3671.504097
2041	3670.790734
2042	3668.011937
2043	3667.567459
2044	3666.933397
2045	3664.23829
2046	3663.905673
2047	3662.457416
2048	3659.64304
2049	3656.495886
2050	3655.850599
2051	3654.88035
2052	3654.218624
2053	3652.780482
2054	3651.83151
2055	3651.071545
2056	3650.05167
2057	3649.458419
2058	3647.725335
2059	3645.874414
2060	3642.093808
2061	3641.455186
2062	3640.652088
2063	3639.571414
2064	3637.675554
2065	3636.989788
2066	3635.316287
2067	3632.674621
2068	3631.890946
2069	3628.872466
2070	3627.877221
2071	3627.300441
2072	3626.412409
2073	3623.879699
2074	3622.847164
2075	3620.976774
2076	3620.255781
2077	3618.831495
2078	3617.353514
2079	3616.927933
2080	3615.085443
2081	3611.983961
2082	3609.491136
2083	3609.146774
2084	3608.559492
2085	3606.329536
2086	3605.874322
2087	3603.071444
2088	3602.355511
2089	3601.8455
2090	3600.321989
2091	3600.0545
2092	3599.557359
2093	3598.946701
2094	3597.346725
2095	3596.559151
2096	3596.05428
2097	3593.731466
2098	3593.085214
2099	3589.766425
2100	3587.225268
2101	3584.456838
2102	3583.400506
2103	3581.55256
2104	3580.96349
2105	3580.200887
2106	3579.569282
2107	3577.896118
2108	3577.14929
2109	3575.987316
2110	3575.506913
2111	3574.217894
2112	3573.428248
2113	3570.454221
2114	3569.711035
2115	3567.231744
2116	3566.741124
2117	3566.08743
2118	3565.931837
2119	3565.284872
2120	3563.650746
2121	3562.665819
2122	3561.310014
2123	3559.790234
2124	3556.989515
2125	3556.327033
2126	3555.660044
2127	3554.759262
2128	3554.335912
2129	3552.889138
2130	3551.203754
2131	3549.123836
2132	3547.997324
2133	3546.767511
2134	3546.236169
2135	3545.36145
2136	3543.737633
2137	3543.054798
2138	3542.374744
2139	3541.819656
2140	3538.916579
2141	3538.513706
2142	3537.771453
2143	3536.885965
2144	3535.243389
2145	3534.744299
2146	3533.627289
2147	3532.142053
2148	3530.519983
2149	3529.939902
2150	3529.19571
2151	3526.522817
2152	3525.745033
2153	3522.403493
2154	3521.546327
2155	3520.957074
2156	3520.257711
2157	3518.963913
2158	3518.275494
2159	3517.185733
2160	3516.00701
2161	3514.365509
2162	3512.294868
2163	3511.791498
2164	3510.991804
2165	3509.828132
2166	3509.112164
2167	3505.721132
2168	3503.044902
2169	3502.613123
2170	3502.215024
2171	3501.06618
2172	3498.0278
2173	3497.280627
2174	3496.602786
2175	3494.33207
2176	3492.889114
2177	3492.165698
2178	3490.839043
2179	3490.174487
2180	3489.379624
2181	3488.234954
2182	3487.528045
2183	3486.498899
2184	3486.009117
2185	3484.956919
2186	3483.449613
2187	3482.727121
2188	3481.465544
2189	3478.050391
2190	3476.431657
2191	3472.503298
2192	3470.71847
2193	3469.993999
2194	3469.118043
2195	3466.817772
2196	3464.873209
2197	3463.96459
2198	3462.92431
2199	3462.265118
2200	3461.465638
2201	3460.831493
2202	3460.236754
2203	3459.865777
2204	3457.704422
2205	3455.473998
2206	3454.545858
2207	3453.849946
2208	3452.851308
2209	3452.208082
2210	3451.471807
2211	3450.099026
2212	3449.3057
2213	3448.381011
2214	3446.242479
2215	3444.968406
2216	3442.786113
2217	3442.210063
2218	3440.862053
2219	3438.82075
2220	3437.512911
2221	3435.328288
2222	3433.945866
2223	3433.365358
2224	3432.999755
2225	3432.041406
2226	3431.566818
2227	3430.153698
2228	3429.519856
2229	3428.49228
2230	3427.412634
2231	3426.867055
2232	3426.577184
2233	3425.485159
2234	3424.251346
2235	3423.684949
2236	3422.818637
2237	3421.039692
2238	3420.07479
2239	3419.606683
2240	3417.312502
2241	3416.163599
2242	3413.544216
2243	3411.653589
2244	3411.099906
2245	3410.526197
2246	3409.886894
2247	3407.044948
2248	3406.621253
2249	3404.357588
2250	3402.162937
2251	3400.561081
2252	3399.937234
2253	3397.7888
2254	3397.123371
2255	3394.400541
2256	3392.312597
2257	3390.950319
2258	3388.923848
2259	3387.587794
2260	3386.218721
2261	3385.728271
2262	3382.763898
2263	3381.034995
2264	3380.43854
2265	3379.919104
2266	3377.959387
2267	3377.3583
2268	3376.683155
2269	3373.884453
2270	3371.831659
2271	3369.842711
2272	3368.25834
2273	3367.070127
2274	3366.451474
2275	3363.874565
2276	3360.761443
2277	3359.334486
2278	3358.964945
2279	3357.28682
2280	3356.45124
2281	3355.411496
2282	3353.27047
2283	3352.82685
2284	3351.744091
2285	3349.474301
2286	3348.277745
2287	3347.050947
2288	3346.548786
2289	3344.831298
2290	3344.238703
2291	3343.151423
2292	3341.130155
2293	3340.747334
2294	3338.130907
2295	3337.270557
2296	3334.57843
2297	3333.163614
2298	3331.443664
2299	3329.62313
2300	3326.737112
2301	3326.133417
2302	3325.549497
2303	3324.215417
2304	3323.738821
2305	3323.193447
2306	3321.584048
2307	3318.651579
2308	3317.86619
2309	3316.934041
2310	3315.85624
2311	3314.730216
2312	3313.806354
2313	3313.142071
2314	3312.59878
2315	3310.654769
2316	3310.14928
2317	3307.619599
2318	3307.48105
2319	3306.618143
2320	3304.050217
2321	3302.630503
2322	3299.748914
2323	3299.374697
2324	3298.460067
2325	3297.952905
2326	3295.773421
2327	3294.003467
2328	3292.241759
2329	3291.851214
2330	3291.487484
2331	3290.926926
2332	3290.281933
2333	3289.835873
2334	3287.768895
2335	3286.708603
2336	3285.186605
2337	3284.671677
2338	3284.163159
2339	3283.389356
2340	3283.022359
2341	3281.694182
2342	3280.903772
2343	3280.596876
2344	3279.323757
2345	3278.649675
2346	3278.076464
2347	3276.088932
2348	3274.914431
2349	3271.998241
2350	3271.39432
2351	3270.486793
2352	3268.070946
2353	3265.526763
2354	3264.24882
2355	3263.631825
2356	3263.307597
2357	3260.559072
2358	3259.239045
2359	3258.61291
2360	3257.532598
2361	3256.854025
2362	3255.735935
2363	3255.190848
2364	3254.46668
2365	3252.748023
2366	3251.598173
2367	3251.14969
2368	3250.419801
2369	3249.678186
2370	3249.22001
2371	3248.13385
2372	3247.320608
2373	3246.459761
2374	3245.718969
2375	3245.180249
2376	3244.657771
2377	3243.922107
2378	3243.519133
2379	3242.699254
2380	3241.500614
2381	3240.109893
2382	3239.508544
2383	3238.31842
2384	3237.973483
2385	3237.466216
2386	3236.276129
2387	3235.468574
2388	3234.880366
2389	3233.652905
2390	3232.090826
2391	3230.934159
2392	3229.781629
2393	3227.85463
2394	3226.340585
2395	3225.046907
2396	3224.068485
2397	3223.551578
2398	3222.700873
2399	3221.879111
2400	3221.285368
2401	3219.731967
2402	3217.589327
2403	3216.098999
2404	3214.992016
2405	3214.487121
2406	3213.856056
2407	3212.659943
2408	3211.407945
2409	3210.499841
2410	3209.60395
2411	3208.621115
2412	3207.810962
2413	3207.36808
2414	3207.074484
2415	3205.105727
2416	3204.241444
2417	3203.154889
2418	3199.375132
2419	3197.589785
2420	3196.106459
2421	3193.930549
2422	3192.726052
2423	3192.375616
2424	3190.364638
2425	3189.821106
2426	3189.36632
2427	3188.419021
2428	3187.856954
2429	3185.447781
2430	3184.92734
2431	3184.542912
2432	3183.322121
2433	3181.760885
2434	3179.675752
2435	3178.524038
2436	3178.008466
2437	3177.355121
2438	3176.854575
2439	3176.246437
2440	3175.779082
2441	3175.262869
2442	3174.672931
2443	3174.174028
2444	3172.12832
2445	3171.206486
2446	3170.848381
2447	3170.344243
2448	3167.205216
2449	3166.244158
2450	3164.725418
2451	3163.682
2452	3163.13813
2453	3160.989001
2454	3160.027012
2455	3159.050144
2456	3156.138072
2457	3155.713294
2458	3155.151666
2459	3153.22577
2460	3152.900197
2461	3152.459978
2462	3151.411277
2463	3148.981589
2464	3148.472619
2465	3147.99816
2466	3146.090913
2467	3144.244528
2468	3142.456748
2469	3141.566719
2470	3140.586934
2471	3138.732906
2472	3137.646556
2473	3136.271713
2474	3133.714951
2475	3133.18923
2476	3132.253088
2477	3130.384351
2478	3130.053799
2479	3129.464789
2480	3127.212034
2481	3126.964659
2482	3125.679316
2483	3125.091864
2484	3124.735749
2485	3123.644297
2486	3123.176403
2487	3122.600393
2488	3121.310035
2489	3121.044673
2490	3120.133666
2491	3119.132539
2492	3117.585895
2493	3117.06982
2494	3116.076877
2495	3114.893902
2496	3113.765133
2497	3112.16025
2498	3111.72441
2499	3110.530909
2500	3110.10547
2501	3109.615264
2502	3109.38194
