iter	RMSE
132	33544.63751
133	33396.67513
134	33129.29422
135	32839.57524
136	32578.79627
137	32332.38547
138	32113.41932
139	31835.84845
140	31770.0684
141	31559.16487
142	31292.60791
143	31229.62782
144	31151.10862
145	31066.53551
146	30879.39578
147	30688.36543
148	30460.79448
149	30394.70498
150	30333.31336
151	30275.42092
152	30193.95711
153	30138.17968
154	30059.44745
155	29989.62389
156	29944.83694
157	29874.28313
158	29810.44248
159	29581.10993
160	29537.9604
161	29280.3909
162	29230.73979
163	29012.88767
164	28853.44874
165	28810.55963
166	28765.94945
167	28702.62458
168	28565.02325
169	28477.51092
170	28304.01426
171	28247.6351
172	28062.1161
173	27862.9973
174	27805.04007
175	27748.6459
176	27691.0726
177	27606.6846
178	27544.72472
179	27498.1914
180	27439.72546
181	27261.73301
182	27182.08516
183	27123.467
184	26974.71164
185	26928.00184
186	26869.51999
187	26701.49446
188	26604.10862
189	26466.30713
190	26278.9904
191	26203.11373
192	26169.1936
193	26011.9074
194	25901.83579
195	25747.42011
196	25709.21901
197	25603.15351
198	25458.64186
199	25421.33521
200	25377.99686
201	25248.21253
202	25205.65089
203	25155.4728
204	25116.31775
205	25087.65563
206	24937.39736
207	24834.88368
208	24750.39478
209	24710.50491
210	24681.16505
211	24654.61183
212	24540.27855
213	24488.72149
214	24454.63105
215	24371.62378
216	24344.45592
217	24308.71292
218	24282.6043
219	24243.4383
220	24166.31425
221	24145.6348
222	24005.86521
223	23912.96317
224	23764.99157
225	23659.33075
226	23621.77081
227	23519.07592
228	23487.57039
229	23365.88753
230	23335.09628
231	23200.82397
232	23170.52536
233	23102.95799
234	23065.60629
235	22970.11214
236	22949.38799
237	22829.22935
238	22801.78076
239	22770.97148
240	22743.01439
241	22712.36045
242	22605.2843
243	22589.3442
244	22490.0255
245	22390.48658
246	22283.91381
247	22259.24943
248	22230.0472
249	22202.63377
250	22117.75451
251	22091.46418
252	22068.40007
253	22044.97155
254	22024.67258
255	21938.81241
256	21923.36354
257	21907.79655
258	21894.04302
259	21845.56303
260	21791.52825
261	21699.55871
262	21628.28661
263	21604.86201
264	21486.56162
265	21474.94351
266	21337.39976
267	21263.07392
268	21228.46353
269	21149.04016
270	21038.96015
271	20986.81077
272	20964.25031
273	20938.72957
274	20844.00051
275	20738.09962
276	20653.47519
277	20622.54531
278	20521.29873
279	20470.84137
280	20449.90167
281	20370.12476
282	20311.82537
283	20227.91208
284	20190.92534
285	20167.47197
286	20096.04959
287	20017.87866
288	19939.84047
289	19899.50291
290	19868.61735
291	19795.94159
292	19773.41928
293	19702.38115
294	19680.43213
295	19666.05526
296	19605.74702
297	19534.73224
298	19456.56674
299	19398.44808
300	19346.16854
301	19291.41161
302	19222.30138
303	19168.55397
304	19091.90287
305	19078.72614
306	19032.72026
307	19000.92362
308	18969.6733
309	18948.91147
310	18933.42086
311	18882.38237
312	18873.47896
313	18768.92471
314	18692.39959
315	18647.10735
316	18581.13345
317	18525.88321
318	18453.11332
319	18448.76657
320	18415.65502
321	18393.84091
322	18371.11788
323	18331.77415
324	18285.64461
325	18251.67502
326	18196.82366
327	18128.32599
328	18092.09398
329	18036.77452
330	18008.43398
331	17988.49064
332	17929.74363
333	17896.30889
334	17831.6091
335	17786.17282
336	17750.55924
337	17711.32576
338	17676.24526
339	17638.7217
340	17604.50795
341	17589.79661
342	17525.60695
343	17501.38419
344	17466.8519
345	17460.09528
346	17402.94156
347	17365.37629
348	17303.33161
349	17263.69164
350	17225.86041
351	17178.54497
352	17155.97948
353	17130.23794
354	17096.54694
355	17063.09588
356	17026.6549
357	16949.94536
358	16909.00476
359	16873.65832
360	16843.53052
361	16813.35568
362	16767.29034
363	16733.07443
364	16713.73896
365	16634.72577
366	16588.10945
367	16527.7587
368	16467.9955
369	16457.89874
370	16410.376
371	16365.00586
372	16321.69848
373	16280.44213
374	16260.79324
375	16231.4762
376	16170.35921
377	16129.21347
378	16112.55073
379	16070.88197
380	16062.01225
381	16052.09579
382	15992.1044
383	15955.55481
384	15907.51284
385	15886.63039
386	15860.44799
387	15810.84528
388	15781.62712
389	15728.47036
390	15689.5966
391	15617.34398
392	15576.74244
393	15538.84447
394	15489.25811
395	15427.65778
396	15382.18238
397	15343.22134
398	15296.72881
399	15274.61242
400	15222.12893
401	15184.07078
402	15176.45522
403	15168.70758
404	15143.93692
405	15113.357
406	15083.21284
407	15075.89112
408	15017.30291
409	14980.32739
410	14914.56696
411	14856.47516
412	14824.281
413	14777.1728
414	14752.92937
415	14707.44951
416	14680.57081
417	14634.68521
418	14600.48829
419	14556.54486
420	14516.94648
421	14502.18993
422	14455.33052
423	14433.93418
424	14421.38413
425	14402.74045
426	14382.06555
427	14336.30548
428	14288.81597
429	14282.06773
430	14247.60612
431	14214.13445
432	14170.60145
433	14139.16863
434	14110.95892
435	14071.14959
436	14035.14915
437	14022.29952
438	13989.38954
439	13944.96525
440	13929.83449
441	13883.87903
442	13833.23291
443	13802.74901
444	13775.2605
445	13747.41664
446	13709.96631
447	13689.79403
448	13652.29613
449	13612.32463
450	13599.00514
451	13572.60828
452	13557.15134
453	13520.67013
454	13485.9482
455	13461.11126
456	13437.89924
457	13410.89397
458	13372.03912
459	13347.80017
460	13306.89605
461	13283.37905
462	13264.75327
463	13239.88813
464	13193.504
465	13168.90962
466	13135.00064
467	13102.63426
468	13064.34193
469	13037.82744
470	12991.97223
471	12983.58554
472	12962.60472
473	12931.53425
474	12895.34447
475	12870.18868
476	12863.49413
477	12822.84436
478	12788.52125
479	12766.81527
480	12746.61491
481	12722.73473
482	12676.88008
483	12637.02644
484	12629.27685
485	12599.01325
486	12583.70064
487	12539.88251
488	12525.99224
489	12504.98828
490	12486.87811
491	12458.43305
492	12436.28084
493	12412.75486
494	12380.99461
495	12350.75208
496	12322.40765
497	12301.29357
498	12264.68079
499	12237.85507
500	12226.41097
501	12209.86483
502	12193.96809
503	12154.79644
504	12119.12618
505	12100.50559
506	12066.44779
507	12055.13413
508	12023.67074
509	12001.74746
510	11990.13635
511	11959.96035
512	11949.61697
513	11920.89498
514	11905.14594
515	11895.09836
516	11879.02096
517	11863.89977
518	11831.24735
519	11796.79429
520	11772.31447
521	11752.70489
522	11740.1032
523	11715.99286
524	11698.61043
525	11688.81902
526	11675.09023
527	11655.67167
528	11640.14707
529	11623.67472
530	11610.64977
531	11598.78841
532	11579.47806
533	11561.43914
534	11539.43457
535	11518.66675
536	11490.64742
537	11475.72132
538	11441.23139
539	11411.90946
540	11400.54489
541	11369.42499
542	11354.41619
543	11323.35811
544	11282.22076
545	11271.65748
546	11256.86938
547	11230.11278
548	11210.77442
549	11193.27435
550	11185.1135
551	11157.33441
552	11142.50344
553	11124.46489
554	11103.34392
555	11087.13684
556	11072.39664
557	11064.73973
558	11049.5681
559	11012.07542
560	10999.91139
561	10974.73589
562	10953.0339
563	10935.99836
564	10905.92418
565	10873.79579
566	10866.81307
567	10843.46042
568	10834.82985
569	10799.15
570	10792.45771
571	10780.95064
572	10758.67586
573	10739.69787
574	10715.82631
575	10696.247
576	10689.69964
577	10665.51412
578	10649.94232
579	10643.55003
580	10629.36803
581	10615.42634
582	10582.18787
583	10572.62436
584	10563.32569
585	10557.18398
586	10551.05135
587	10543.19166
588	10520.23544
589	10512.5993
590	10490.21878
591	10482.77319
592	10449.18395
593	10427.52063
594	10409.5462
595	10395.78678
596	10369.15547
597	10348.91393
598	10331.95739
599	10322.60531
600	10316.56396
601	10310.91596
602	10287.25243
603	10277.05735
604	10263.92534
605	10234.13305
606	10215.93072
607	10195.62673
608	10162.09131
609	10157.36585
610	10135.35634
611	10107.29599
612	10093.8843
613	10072.77485
614	10062.39896
615	10049.74321
616	10044.38889
617	10026.37745
618	9996.073264
619	9980.092591
620	9968.135841
621	9959.03914
622	9953.951715
623	9915.369446
624	9907.770924
625	9903.428942
626	9889.591638
627	9875.24628
628	9860.729464
629	9856.359095
630	9839.896745
631	9820.204186
632	9806.230626
633	9778.060091
634	9762.109199
635	9740.038441
636	9715.591576
637	9705.797985
638	9694.64995
639	9684.009306
640	9676.215482
641	9670.968683
642	9661.570652
643	9631.968495
644	9624.890065
645	9620.303259
646	9614.27968
647	9592.348092
648	9566.283917
649	9561.192181
650	9533.180796
651	9528.787823
652	9516.822923
653	9507.514655
654	9489.651971
655	9473.82469
656	9464.595683
657	9446.302676
658	9430.134179
659	9422.953308
660	9414.048603
661	9409.250435
662	9403.60912
663	9381.737599
664	9369.446348
665	9356.186034
666	9348.848317
667	9338.756139
668	9314.475731
669	9306.574917
670	9297.097152
671	9281.285848
672	9272.375924
673	9265.737193
674	9260.887139
675	9254.387882
676	9232.722037
677	9225.390613
678	9211.613491
679	9189.741784
680	9170.373775
681	9156.920816
682	9133.144686
683	9128.911398
684	9116.772981
685	9102.85793
686	9089.838908
687	9085.215442
688	9081.611416
689	9071.834806
690	9063.365803
691	9055.854141
692	9048.924262
693	9031.60058
694	9019.599765
695	9015.483364
696	8992.128275
697	8977.290253
698	8971.245567
699	8955.94965
700	8951.317764
701	8939.621638
702	8924.119344
703	8910.326689
704	8902.037736
705	8880.05038
706	8863.861742
707	8848.974052
708	8830.650224
709	8810.438997
710	8806.415726
711	8801.402807
712	8784.441071
713	8777.453511
714	8773.639043
715	8758.575365
716	8741.733603
717	8730.162734
718	8722.691781
719	8718.232929
720	8712.706927
721	8704.81839
722	8690.983571
723	8684.002352
724	8677.234719
725	8667.589894
726	8647.345409
727	8630.889938
728	8625.221208
729	8614.180613
730	8591.395581
731	8584.92712
732	8574.035631
733	8567.5544
734	8560.206728
735	8556.284569
736	8543.45973
737	8533.002939
738	8529.343832
739	8502.135984
740	8485.43101
741	8478.318637
742	8474.057159
743	8457.522925
744	8436.725864
745	8432.613068
746	8429.069091
747	8419.009321
748	8407.37333
749	8400.652388
750	8389.447136
751	8385.647814
752	8376.448887
753	8371.480094
754	8362.076324
755	8353.061353
756	8343.669454
757	8340.289843
758	8328.40355
759	8322.115547
760	8309.115664
761	8299.456778
762	8286.769045
763	8277.731258
764	8272.55602
765	8264.854131
766	8256.419419
767	8252.407439
768	8248.195129
769	8244.216635
770	8232.829215
771	8210.701734
772	8195.289959
773	8173.199378
774	8161.101379
775	8149.020285
776	8142.211516
777	8131.153478
778	8126.655689
779	8121.456161
780	8103.836523
781	8098.642133
782	8089.480512
783	8079.172702
784	8066.430071
785	8062.533878
786	8053.381124
787	8048.789278
788	8045.582397
789	8030.975729
790	8023.719127
791	8010.929943
792	8007.663699
793	8004.28641
794	7985.438582
795	7976.565986
796	7973.55572
797	7965.629883
798	7961.291563
799	7943.377131
800	7940.496261
801	7932.976751
802	7924.371247
803	7909.796695
804	7900.857502
805	7897.948949
806	7889.308338
807	7886.669482
808	7866.74974
809	7849.324889
810	7840.053262
811	7829.514934
812	7825.953334
813	7816.94845
814	7812.305228
815	7807.597044
816	7801.587635
817	7793.690779
818	7784.24829
819	7780.501846
820	7768.345872
821	7760.988705
822	7754.116282
823	7748.807695
824	7738.236237
825	7728.761437
826	7722.595061
827	7717.891815
828	7711.538615
829	7702.316216
830	7693.211974
831	7674.197313
832	7670.80966
833	7660.512305
834	7654.260972
835	7639.056775
836	7626.664349
837	7621.974874
838	7607.972417
839	7601.481443
840	7592.543586
841	7586.744199
842	7583.74291
843	7570.260285
844	7563.727029
845	7560.687613
846	7543.09554
847	7538.632275
848	7523.32159
849	7520.46874
850	7510.148705
851	7505.212496
852	7502.624794
853	7484.508912
854	7475.351752
855	7469.648878
856	7461.799824
857	7456.776939
858	7452.817227
859	7448.666895
860	7441.401941
861	7436.751534
862	7427.29103
863	7422.824259
864	7419.943213
865	7411.238133
866	7408.19917
867	7404.252584
868	7398.554923
869	7391.027359
870	7388.548166
871	7382.758529
872	7374.828092
873	7369.731045
874	7366.60575
875	7356.86391
876	7351.344764
877	7341.876491
878	7324.668139
879	7317.466337
880	7314.920424
881	7310.61272
882	7305.905591
883	7298.337154
884	7290.784702
885	7281.968451
886	7275.771864
887	7266.315543
888	7255.961807
889	7242.164835
890	7227.965723
891	7216.379679
892	7206.613698
893	7197.128199
894	7193.931865
895	7191.489838
896	7187.222952
897	7184.223555
898	7181.546419
899	7176.23284
900	7173.999308
901	7165.927832
902	7156.64537
903	7154.527905
904	7147.35473
905	7132.996591
906	7127.67582
907	7115.390673
908	7107.676036
909	7100.426337
910	7095.66281
911	7083.132146
912	7070.740927
913	7061.732317
914	7059.531278
915	7056.823997
916	7051.92102
917	7049.284959
918	7042.517297
919	7039.703385
920	7030.667465
921	7025.080985
922	7020.097199
923	7018.048862
924	7002.956274
925	6990.751994
926	6983.045374
927	6977.0808
928	6970.20953
929	6967.62846
930	6964.240685
931	6960.820121
932	6956.902853
933	6948.297845
934	6942.423951
935	6930.061775
936	6928.050757
937	6925.775666
938	6921.409696
939	6907.514729
940	6903.171786
941	6898.745806
942	6889.252558
943	6880.840704
944	6874.33324
945	6870.860064
946	6867.695349
947	6862.282302
948	6860.231845
949	6858.329317
950	6848.423175
951	6846.018519
952	6841.741029
953	6826.957738
954	6818.907016
955	6815.308535
956	6812.31543
957	6809.852203
958	6801.957873
959	6799.388582
960	6795.084253
961	6792.612217
962	6788.072216
963	6784.008627
964	6775.639394
965	6773.205474
966	6769.730097
967	6767.72845
968	6759.882498
969	6754.95605
970	6753.014249
971	6751.062137
972	6742.461439
973	6738.045679
974	6726.417879
975	6720.433187
976	6709.487919
977	6703.584001
978	6700.963725
979	6698.151859
980	6684.773231
981	6682.859343
982	6676.811905
983	6675.169331
984	6670.19505
985	6662.595081
986	6654.428741
987	6645.945619
988	6643.435973
989	6635.408552
990	6631.218993
991	6629.429454
992	6627.057405
993	6618.889699
994	6613.717115
995	6610.27157
996	6607.848583
997	6600.359098
998	6594.084741
999	6581.567695
1000	6579.08351
1001	6577.330749
1002	6574.010076
1003	6570.181836
1004	6563.939458
1005	6557.38533
1006	6553.66455
1007	6539.296323
1008	6532.49817
1009	6530.068036
1010	6527.763384
1011	6523.776053
1012	6513.727799
1013	6509.496884
1014	6501.783713
1015	6496.219701
1016	6484.814356
1017	6475.157625
1018	6465.638277
1019	6455.77409
1020	6449.859276
1021	6441.042183
1022	6430.651338
1023	6421.503047
1024	6419.38392
1025	6417.194808
1026	6415.139763
1027	6408.715084
1028	6404.8617
1029	6393.45046
1030	6387.46858
1031	6383.89804
1032	6377.173156
1033	6374.427872
1034	6370.956135
1035	6368.955873
1036	6362.890611
1037	6355.27895
1038	6352.733523
1039	6348.258782
1040	6343.094363
1041	6327.771859
1042	6316.747617
1043	6315.070973
1044	6313.09622
1045	6302.500339
1046	6293.960373
1047	6288.365543
1048	6283.758075
1049	6279.484871
1050	6275.532752
1051	6267.445962
1052	6261.280781
1053	6256.055546
1054	6253.978766
1055	6250.754157
1056	6246.745829
1057	6244.973749
1058	6242.92819
1059	6235.280217
1060	6233.227886
1061	6226.611622
1062	6220.612324
1063	6214.383327
1064	6213.332939
1065	6209.711941
1066	6201.641669
1067	6198.926899
1068	6197.088917
1069	6191.450966
1070	6185.153266
1071	6174.651067
1072	6172.611717
1073	6166.50598
1074	6160.897567
1075	6156.556366
1076	6155.117924
1077	6146.694016
1078	6145.278018
1079	6139.924061
1080	6136.469886
1081	6131.349664
1082	6124.457451
1083	6119.24034
1084	6111.592465
1085	6108.429517
1086	6105.028177
1087	6102.8587
1088	6101.151194
1089	6095.857337
1090	6090.874855
1091	6087.086056
1092	6080.684456
1093	6078.177452
1094	6071.901483
1095	6070.590229
1096	6066.216579
1097	6064.171736
1098	6062.39489
1099	6051.453312
1100	6045.54541
1101	6043.684914
1102	6037.704434
1103	6030.949758
1104	6020.458596
1105	6012.277807
1106	6008.380052
1107	6003.230849
1108	5997.118434
1109	5987.445266
1110	5977.115056
1111	5975.660131
1112	5973.61439
1113	5969.36352
1114	5963.832372
1115	5962.143198
1116	5960.573416
1117	5954.530304
1118	5951.601303
1119	5948.116206
1120	5945.009002
1121	5942.118838
1122	5931.940041
1123	5922.59858
1124	5920.829526
1125	5914.080493
1126	5904.392972
1127	5902.512312
1128	5899.592304
1129	5897.229291
1130	5890.804837
1131	5885.677708
1132	5883.981579
1133	5880.07026
1134	5876.785738
1135	5871.368597
1136	5865.593534
1137	5861.76462
1138	5856.743647
1139	5854.654097
1140	5850.201951
1141	5840.977109
1142	5837.97527
1143	5836.090942
1144	5829.853251
1145	5826.793037
1146	5821.241187
1147	5816.016055
1148	5813.805987
1149	5805.414416
1150	5803.0908
1151	5800.996597
1152	5795.113197
1153	5793.877782
1154	5791.742973
1155	5786.227934
1156	5784.677128
1157	5782.674945
1158	5780.352331
1159	5774.100436
1160	5765.570081
1161	5757.629377
1162	5751.88431
1163	5749.744038
1164	5748.464891
1165	5740.17776
1166	5738.585087
1167	5737.308174
1168	5734.431721
1169	5729.085093
1170	5728.062698
1171	5726.766812
1172	5725.493476
1173	5720.363333
1174	5712.076332
1175	5710.536302
1176	5707.326825
1177	5698.550416
1178	5695.322198
1179	5693.152296
1180	5685.376671
1181	5681.726476
1182	5676.434001
1183	5673.336118
1184	5670.311277
1185	5662.49483
1186	5654.290535
1187	5652.002319
1188	5644.451303
1189	5643.202201
1190	5640.944499
1191	5632.183941
1192	5624.197639
1193	5615.77217
1194	5614.607795
1195	5613.137473
1196	5610.448558
1197	5606.583726
1198	5598.857831
1199	5596.074051
1200	5594.470597
1201	5592.482122
1202	5590.292276
1203	5588.461109
1204	5583.392944
1205	5581.493018
1206	5580.21663
1207	5578.786217
1208	5577.622918
1209	5575.876242
1210	5573.049634
1211	5570.537666
1212	5567.690083
1213	5558.472508
1214	5556.965392
1215	5555.030137
1216	5552.803122
1217	5547.98928
1218	5546.619581
1219	5545.24125
1220	5541.863205
1221	5536.380205
1222	5526.57607
1223	5523.954896
1224	5522.639155
1225	5518.920547
1226	5516.114127
1227	5514.07751
1228	5511.993153
1229	5510.32688
1230	5509.045478
1231	5504.606326
1232	5496.026453
1233	5494.549698
1234	5493.275993
1235	5490.254954
1236	5488.671003
1237	5483.536306
1238	5480.196267
1239	5474.321187
1240	5471.270054
1241	5467.317709
1242	5463.095945
1243	5457.737045
1244	5456.459329
1245	5453.058104
1246	5445.530434
1247	5443.655275
1248	5442.360324
1249	5440.736957
1250	5435.722145
1251	5432.223333
1252	5430.383888
1253	5428.822036
1254	5427.395538
1255	5423.101548
1256	5413.463066
1257	5408.161083
1258	5406.506897
1259	5401.693299
1260	5400.537709
1261	5398.451674
1262	5397.101365
1263	5393.653444
1264	5384.743807
1265	5378.370962
1266	5377.618246
1267	5374.752174
1268	5372.354503
1269	5369.744863
1270	5364.964516
1271	5363.316716
1272	5358.462523
1273	5356.479674
1274	5349.027637
1275	5341.975076
1276	5340.509547
1277	5338.706387
1278	5333.608921
1279	5332.162502
1280	5330.960142
1281	5327.54673
1282	5324.571204
1283	5323.465481
1284	5322.406094
1285	5319.322455
1286	5318.054934
1287	5311.89357
1288	5308.767264
1289	5307.469048
1290	5303.867001
1291	5302.967679
1292	5298.078403
1293	5296.057241
1294	5294.384692
1295	5292.608559
1296	5291.036587
1297	5283.622809
1298	5282.447285
1299	5276.536987
1300	5271.677046
1301	5263.49152
1302	5262.513683
1303	5261.498911
1304	5258.526951
1305	5252.855883
1306	5248.903629
1307	5245.598426
1308	5240.398769
1309	5236.35982
1310	5230.584053
1311	5224.256676
1312	5222.744316
1313	5221.721954
1314	5219.695266
1315	5217.083755
1316	5215.825572
1317	5214.398262
1318	5212.178465
1319	5208.976754
1320	5204.651389
1321	5200.786417
1322	5199.839663
1323	5191.966788
1324	5189.802265
1325	5188.880503
1326	5185.191527
1327	5180.820372
1328	5178.702105
1329	5177.099726
1330	5175.865426
1331	5173.149047
1332	5165.610931
1333	5164.140253
1334	5159.578465
1335	5157.032119
1336	5151.774343
1337	5150.221239
1338	5148.110541
1339	5140.397604
1340	5138.837884
1341	5137.80491
1342	5136.636753
1343	5135.165043
1344	5133.178103
1345	5127.754664
1346	5123.487892
1347	5117.931665
1348	5116.339863
1349	5115.496479
1350	5114.377462
1351	5108.079578
1352	5106.045041
1353	5099.976035
1354	5099.204398
1355	5097.879078
1356	5092.769207
1357	5090.974082
1358	5089.311345
1359	5087.837806
1360	5086.643085
1361	5081.516315
1362	5076.041329
1363	5073.651648
1364	5069.444305
1365	5068.474211
1366	5066.63437
1367	5062.559504
1368	5058.842227
1369	5057.830922
1370	5055.7907
1371	5051.331824
1372	5047.978456
1373	5044.075707
1374	5040.798299
1375	5038.712652
1376	5036.771095
1377	5035.661758
1378	5031.690605
1379	5029.144427
1380	5024.717346
1381	5023.030911
1382	5017.125891
1383	5015.94759
1384	5012.072535
1385	5008.357179
1386	5004.969094
1387	5003.372133
1388	5001.579869
1389	5000.277642
1390	4999.212171
1391	4997.562442
1392	4995.740417
1393	4992.125299
1394	4989.512948
1395	4985.126825
1396	4980.481308
1397	4979.434172
1398	4977.780784
1399	4976.266818
1400	4971.640807
1401	4970.970698
1402	4970.358671
1403	4963.657549
1404	4961.021315
1405	4958.092212
1406	4956.524758
1407	4952.153616
1408	4950.827159
1409	4949.325263
1410	4945.753178
1411	4944.626168
1412	4938.913949
1413	4937.711002
1414	4936.766681
1415	4934.735771
1416	4933.584842
1417	4928.454482
1418	4924.751139
1419	4918.957452
1420	4915.257174
1421	4913.362822
1422	4912.254056
1423	4906.350849
1424	4902.389501
1425	4898.852869
1426	4894.907215
1427	4890.112088
1428	4888.450392
1429	4884.843354
1430	4882.608591
1431	4881.260914
1432	4880.117809
1433	4876.453109
1434	4875.544904
1435	4874.15792
1436	4869.612857
1437	4867.809196
1438	4862.648613
1439	4861.298096
1440	4855.517366
1441	4854.020156
1442	4849.078572
1443	4845.003496
1444	4840.878908
1445	4839.83966
1446	4833.18214
1447	4831.9872
1448	4826.778828
1449	4821.302742
1450	4819.28166
1451	4817.824216
1452	4812.416156
1453	4810.92956
1454	4804.636106
1455	4798.73788
1456	4795.299507
1457	4793.762026
1458	4791.838113
1459	4787.770538
1460	4785.559715
1461	4780.992057
1462	4779.927644
1463	4777.47645
1464	4775.764329
1465	4771.608341
1466	4769.686423
1467	4764.92344
1468	4763.125373
1469	4760.352885
1470	4759.513809
1471	4757.430764
1472	4754.413395
1473	4751.473737
1474	4750.014745
1475	4745.793484
1476	4742.262277
1477	4739.44759
1478	4738.345581
1479	4736.954101
1480	4731.948963
1481	4728.165091
1482	4726.821413
1483	4725.699142
1484	4722.527115
1485	4721.729137
1486	4716.86593
1487	4715.184466
1488	4711.487997
1489	4710.178713
1490	4705.070596
1491	4702.210591
1492	4697.413406
1493	4692.6976
1494	4691.288328
1495	4687.355822
1496	4686.181696
1497	4681.355132
1498	4680.649213
1499	4679.234207
1500	4676.642613
1501	4674.515663
1502	4672.839539
1503	4668.770316
1504	4663.142236
1505	4659.842742
1506	4658.569404
1507	4656.573306
1508	4655.364823
1509	4653.687548
1510	4652.722433
1511	4649.124869
1512	4647.768783
1513	4644.023448
1514	4637.939321
1515	4636.509044
1516	4635.445588
1517	4631.719347
1518	4628.793654
1519	4627.361447
1520	4624.401857
1521	4622.857295
1522	4621.470236
1523	4619.452098
1524	4615.459206
1525	4611.431322
1526	4607.915472
1527	4605.374454
1528	4604.130538
1529	4603.055848
1530	4598.385638
1531	4593.959587
1532	4592.738428
1533	4591.676478
1534	4590.484045
1535	4589.518606
1536	4588.014716
1537	4587.261345
1538	4586.491395
1539	4583.466194
1540	4580.10598
1541	4577.077928
1542	4573.856026
1543	4571.363224
1544	4568.272495
1545	4567.405385
1546	4563.101082
1547	4561.544007
1548	4560.111963
1549	4559.009634
1550	4558.030291
1551	4557.165483
1552	4556.04242
1553	4554.789029
1554	4553.632343
1555	4549.253595
1556	4546.82003
1557	4542.431669
1558	4539.059623
1559	4535.267615
1560	4534.065962
1561	4529.493072
1562	4527.373162
1563	4525.977253
1564	4523.991639
1565	4522.691278
1566	4520.728375
1567	4519.71571
1568	4515.995001
1569	4510.387159
1570	4508.366331
1571	4506.831816
1572	4504.423929
1573	4502.749236
1574	4502.065632
1575	4501.193575
1576	4498.769942
1577	4496.398098
1578	4493.477632
1579	4492.348382
1580	4487.881559
1581	4485.080966
1582	4483.351366
1583	4480.605449
1584	4479.316416
1585	4478.446763
1586	4475.66714
1587	4474.116276
1588	4468.902823
1589	4466.504395
1590	4465.454732
1591	4464.951716
1592	4462.282836
1593	4460.517237
1594	4457.881533
1595	4451.98655
1596	4450.977674
1597	4449.515035
1598	4447.728802
1599	4445.83069
1600	4443.009662
1601	4440.966714
1602	4439.921419
1603	4438.91334
1604	4437.623614
1605	4435.025986
1606	4432.270078
1607	4431.495146
1608	4429.139706
1609	4427.738057
1610	4422.478651
1611	4419.136639
1612	4418.143706
1613	4416.891631
1614	4414.42082
1615	4411.785388
1616	4408.801913
1617	4408.05618
1618	4406.815373
1619	4404.932424
1620	4402.580124
1621	4399.507018
1622	4396.838087
1623	4395.374442
1624	4392.398649
1625	4388.811255
1626	4387.501354
1627	4385.669517
1628	4380.467256
1629	4378.549371
1630	4376.339517
1631	4375.843655
1632	4375.084292
1633	4374.337966
1634	4372.525468
1635	4371.584456
1636	4370.401442
1637	4368.200211
1638	4366.28159
1639	4365.094883
1640	4361.420637
1641	4358.823575
1642	4357.442228
1643	4356.011691
1644	4353.962308
1645	4352.464458
1646	4351.683772
1647	4350.092584
1648	4349.103849
1649	4343.694094
1650	4342.020257
1651	4338.723619
1652	4337.946769
1653	4337.085263
1654	4335.981376
1655	4334.884485
1656	4330.793157
1657	4325.950088
1658	4322.87544
1659	4316.032926
1660	4314.775868
1661	4312.70005
1662	4308.838261
1663	4307.525092
1664	4306.28501
1665	4305.266155
